,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
709,1164,6,37,2253,16,3,1111,1957,24,12,1656,7,2176,34,165,184,5,35,1308,75,4246,2,1,4953,8,72,99,20,111,1113,6,24,420,14,2764,6584,1973,219,13,15,6,3,188,29,1,81,1,5095,2818,8,3,1350,60,1,1894,2323,26,1605,7,4076,1353,549,8,266,206,1397,2,139,35,119,70,39,139,43,165,1021,11,490,1457,35,350,228,1299,90,422,254,90,35,970,90,5,13,770,35,107,422,170,40,1542,111,55,35,42,67,13,228,1089,1,425,1415,1457,13,4428,1,5095,428,1,973,22,51,23,1,500,952,1600,11,17,3557,10,1125,19,136,19,11,500,1391,1858,13,66,22,51,1259,23,60,3552,1125,419,5,12,3,457,4,1,36,853,490,1817,37,4635,8,12,1347,2274,23,17,124,6,1529,2,1605,7,97,1423,3,695,996,1154,2,1,1455,45,4741,1299,23,17,291,4,422,1547,8188,1203,3,2491,2399,6,60,1605,888,1319,1606,90,5,1128,3,83,4,2757,916,126,3,853,490,45,601,21,5704,490,106,7646,2,20,853,1415,11,90,1605,22,475,100,375,11,1226,4858,5,475,100,140,375,11,952,8,751,5731,7560,13,22,3858,475,100,853,1415,2187,101,114,687,804
710,1,578,524,40,245,5263,8732,154,255,4908,4310,465,254,5,39,152,14,996,154,255,4262,24,214,12,3,429,6,3,4685,6,273,39,2073,40,3681,3047,1917,1531,61,4884,63,39,458,2,1,2304,75,8323,133,39,19,1,6339,88,6,1,5,6,1,3084,8,30,176,20,1987,23,559,174,76,166,41,1,50,154,255,99,25,2336,6666,210,85,1,9264,1,777,85,1,14,451,154,255,4908,210,22,75,546,70,14,601,2,88,232,11,1,4874,4,297,232,13,12,37,3619,8027,4,3,214,16,75,2557,66,21,165,2608,38,892,154,255,21,1,243,8,95,5536,1924,6,291,74,40,195,111,1233,360,5222,58,12,3476,41,2472,474,7668,1020,154,255,9,608,43,263,4887,189,12,11,56,4772,154,255,9,608,43,263,4887,189,12,11,56,4772,154,255,6955,33,495,1048,16,24,2303,1467,63,41,1,895,4,1,2539,28,1273,6,5,89,41,103,834,43,24,154,255,4908,35,88,21,1048,16,46,19,3,420,4,243,35,1835,13,18,460,6,1,1496,29,1,81,4,17,1955,638,3,154,255,7513,214,1924,640,2,2664,68,5,557,125,640,2,398,17,2988,128,101,114,797,1133,147,143
711,627,58,8,27,2906,16,90,1234,2499,7879,9,98,1013,1887,429,4163,3231,941,54,2244,70,1,1078,12,129,10,16,1,45,149,35,267,21,2936,23,46,9,13,7,37,1534,35,267,21,2936,23,264,98,13,7,3,4493,1867,3,762,3259,70,35,267,2936,23,12,1,41,27,6,3,221,990,8,7,2849,10,57,1735,59,259,35,64,215,2,139,11,1,956,23,1,162,35,476,3,607,28,1667,68,60,12,153,1464,2,88,5,528,663,16,3,605,78,8,73,18,3,9,1198,73,7,3,45,35,476,79,35,64,215,2,139,8,19,3,1192,5,8563,5,590,8,9570,223,8,35,476,79,173,7,1,185,114,2905,333,2504,5,65,99,352,1215,2,70,5527,190,739,1,1725,13,1040,1968,22,894,85,3,6945,8,12,250,923,26,1,4,1985,5,1,2334,8,12,23,1,243,8,621,27,1,2334,2,1536,98,7,5152,1022,14,7,81,11,1,159,50,2,1928,68,5,272,37,239,2,1,1015,113,30,25,228,2483,1,1391,4,1,159,50,5,30,236,322,206,2,2372,95,450,6,37,596,2,873,14,85,44,5353,5,2964,753,4,3,1015,44,5683,354,20,2420,128,101,1473
712,54,36,190,118,933,608,3,71,19,1,32,7,94,816,2,1242,599,10,3,521,453,341,583,2,358,1,140,118,730,54,36,686,964,572,15,10,230,3,933,82,211,1345,14,12,608,3,1998,34,14,7,1088,21,70,41,719,11,73,15,29,3,217,2116,1523,8,1,244,112,6,94,102,1285,598,5,330,878,729,33,863,16,9,24,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,56,832,62,2670,3799,19,252,4,9,7,104,325,34,62,21,2329,6,1,855,335,416,171,3,1631,4473,669,1502,672,832,26,541,637,1940,6,1,469,906,5,3659,89,497,1497,200,7114,1,3801,1975,1145,131,10,1008,861,1885,1,335,82,197,3746,85,841,11,576,360,791,500,4312,2,50,6,1,137,96,1,54,36,22,198,1,32,7,602,131,2,2690,127,2281,2385,106,1,869,27,1579,663,6,571,1270,67,8,1,335,33,2914,2,576,1,118,7150,1,38,22,2153,1551,2,1153,28,74,284,85,1,137,96,34,9117,139,1,3388,335,4686,3,148,1,118,26,7380,604,10,6693,63,7281,2266,4588,1,105,22,888,15,1,335,12,21,5216,5,1380,58,8,158,852,275,637,27,23,14,9,22,150,593,342,8,17,403,3063,139,44,8,17,868,27,604,6,425,852,5905,116,163,11,1518,1,38,1526,10,76,425,852,1296,666,23,3,250,113,1146,149,281,6,468,2,1,376,7333,345,11,1,83,4,1866,470,2573,193,39,6,131,202,163,1,2874,15,6,3,641,690,2,1,602,131,10,296,8,1,338,1226,2,2208,3,2051,8,33,1978,1,956,2,783,1,491,593,23,1,38
714,1,1288,233,1631,600,501,23,1,36,4,227,5,1,47,145,2,1413,3,384,49,2,38,46,9,28,215,2,714,14,85,148,133,77,7,239,6771,24,33,2140,1,65,104,423,536,565,156,30,256,535,4,175,1489,4,94,5,1,54,36,6,531,45,31,160,33,2550,1,249,31,208,2160,93,285,954,121,23,1321,201,5,1308,3,2752,3559,4,931,302,2,97,866,5,778,9,28,12,310,2,458,3,339,10,1,31,448,10,182,1987,14,6,3,376,10,569,23,194,1,239,1106,42,20,21,121,675,34,246,63,198,43,9,7,1634,4,31,241,4982,84,4,127,9516,15,30,2677,84,579,5,1019,84,15,30,170,40,152,1,71,2457,915,689,63,198,28,1667,2,679,134,26,1,45,274,55,80,775,4,159,2081,6018,3840,848,1,811,52,913,32,7,649,84,2433,56,201,482,84,2011,1,469,678,5,295,84,2433,571,288,201,1,71,2457,915,22,3,2717,3,583,4,1793,4,492,43,1613,1306,3,3164,337,805,915,707,10,569,689,8,2935,84,4,201,177,1,45,31,274,16,55,80,775,8941,14,33,21,571,31,600,11,44,778,52,212,1,456,6,3,423,162
715,1409,3008,2,3,1157,552,56,54,16,3,1303,9955,1924,6,1,4762,3555,5,1,627,14,7,1964,2,20,54,651,1,469,1,4783,12,252,4,3,763,130,8,4979,2614,22,51,1773,651,189,3,1512,10,1,9173,8,72,12,93,665,4,473,10,54,50,2006,34,1,376,1739,12,3151,9,2767,185,4,7586,54,2161,6,2129,126,4073,23,5,54,50,126,2336,237,3,9057,5,145,4073,2,895,13,7,2572,11,1652,191,70,1,512,125,217,314,40,1328,957,11,9,8,7,353,41,971,61,817,2614,154,787,7961,957,6,17,827,2614,12,377,1,1627,300,5392,4,3896,8,54,2244,22,115,4650,6,4374,37,8,2406,276,25,592,2,396,11,4151,4828,14,1939,10,93,2460,4,175,2614,7,5,4,46,9,7,14,520,72,7,1047,3,554,4,7145,233,1,117,385,609,8,7,75,1268,1,2406,62,789,8958,6,548,9,570,1,2867,671,12,175,682,152,1062,70,30,103,297,63,30,1413,1457,78,8,2,44,2460,9,7,385,2767,62,293,3476,320,34,2647,2,718,90,10,17,76,3674,87,59,2077,4649,26,3,3194,54,78,817,2614,12,64,7922,1368,6,1,4054,128,101,114,3950,2178,147,143
716,1445,9,10,76,1008,742,307,104,439,593,62,666,2,1,1346,76,1142,4,32,7,38,46,9,210,5,1140,1,1651,1086,27,17,184,71,22,21,2283,1,593,52,702,44,1793,210,29,318,672,487,1703,24,1620,29,307,8,27,89,436,3,153,526,81,5130,68,1,159,224,12,706,68,16,1,1871,1,307,12,1701,2,95,141,95,466,5,95,123,553,1506,5,58,4,535,9133,644,1460,95,328,5,153,526,309,104,2194,28,2155,2315,70,73,12,297,608,677,8,53,39,508,39,42,348,73,33,780,576,8,75,1543,13,42,348,35,66,1783,35,33,348,52,35,33,21,25,508,5,141,12,297,328,644,392,16,712,5,878,337,43,1490,118,730,5,309,660,12,30,215,1209,737,4242,85,95,141,6344,27,1506,10,673,5,215,2,6782,885,285,35,170,40,193,3,294,9804,644,188,26,38,46,283,9,10,554,987,644,731,1482,554,987,2284,554,987,2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,3342,857,11,891,87,1,271,627,284,2,1290,3082,237,2029,1,5035,693,722,462,75,222,311,56,41,74,4272,26,24,12,8,2368,2601,78,61,75,738,1854,159,749,53,30,110,30,299,20,527,68,56,44,7919,78,41,56,99,20,297,113,89,5,2041,3,4353,944,4,464,140,1281,1258,762,6114,2,1863,122,544,2,1283,379,78,24,6,1,618,30,299,20,527,44,83,218,279,78,41,56,99,20,297,5,2041,44,96,88,1,266,311,1,36,12,1655,2,120,10,3,148,8,1704,10,337,122,505,33,14,25,51,53,3379,48,2719,2,5400,17,2702,14,33,25,617,738,11,50,2,1390,58,70,18,2006,5,87,55,33,25,1273,34,621,175,45,5,199,27,194,1294,41,25,2,871,1,981,4,5,5685,4797,245,24,1623,2763,900,72,27,4,97,1061,2,88,8,2265,50,7,981,12,3,2097,5,2813,4517,11,70,30,103,43,2,88,749,771,6,78,24,99,228,20,1,1054,4,1389,111,1389,1,81,2,960,762,1281,12,59,762,818,1,81,2,960,990,381,12,59,1139,1,81,12,89,3152,1554,964,2032,572,157,295,2544,49,1020,2920,74,197,7651,128,101,114,7,147,143
718,7,649,2566,5,2567,3074,37,1669,836,493,84,426,33,1607,2,756,84,514,2715,102,708,815,28,18,3,7385,69,652,562,831,2,120,1080,59,45,340,831,2,381,3,1325,1247,1,514,2715,4,329,776,2942,2,59,661,142,815,2207,8,94,33,20,2054,2,2160,1,679,3012,3060,1247,14,2,6275,1180,7386,11,142,2,284,34,1,947,45,190,1,381,33,416,4579,58,514,2715,69,271,142,1480,6,77,695,2941,3704,102,1547,634,15,73,5675,45,340,2,3089,3163,68,4777,2,2941,1142,11,1189,5444,563,5,224,1319,959,1889,634,66,15,73,18,561,2,783,1571,2,1477,1,3905,11,7387,6929,959,1889,11,117,142,2,411,395,84,4,3848,288,26,238,84,83,5,421,674,285,634,22,513,37,693,8,33,3089,3,140,426,11,68,2,238,203,6,83,5,421,674,285,542,1260,1035,31,7695,3,513,717,4,1,1425,5,416,851,2361,1204,5,4579,58,7388,12,66,10,1,2381,249,1260,1035,31,67,12,7695,3,513,717,4,1,249,1425,2766,259,381,82,20,2,851,31,659,10,32,7,249,1120,632,1650,2,556,84,11,7389,1476,5,411,84,11,7209,9377,68,26,238,84,5,395,84,5326
719,3287,321,2962,16,56,4,1,2107,5774,1963,2006,113,89,21,121,110,13,4569,122,136,1265,18,1634,175,334,961,5,1,2865,8,25,404,2,284,34,13,1241,8,1,217,18,371,297,44,312,5,1173,670,512,125,136,1265,12,297,37,3303,312,19,39,56,152,35,810,39,350,51,1173,14,39,350,430,122,3303,30,27,5,72,7,3,328,6098,2,70,30,103,297,78,35,15,265,12,237,63,4510,22,111,4649,11,590,97,80,263,34,145,9,15,265,8,5787,78,13,18,5437,1,4532,4,990,381,41,350,228,48,3,311,78,24,205,39,119,844,16,961,60,18,43,19,505,19,14,821,1088,26,1,5418,4,3,958,8427,5,145,39,119,844,16,1072,5,72,7,57,113,538,1072,35,1918,39,630,152,34,3,2839,57,34,6061,113,538,89,21,2,26,111,5046,46,9,378,20,349,2,3135,34,35,155,13,378,20,4887,1139,2217,5,7696,75,420,41,388,195,9,4182,16,2105,1375,8196,41,74,119,14,248,1,3294,26,1,1416,551,522,173,38,9,1088,41,103,126,844,16,3,523,4,1139,41,350,228,48,3,311,78,24,1090,125,4339,138,411,1929,101,114,1034,5069,1095,147,143
720,2,98,7,545,146,1,2530,473,1,473,4,627,18,1,855,6337,6103,1,6,1,45,149,233,3400,621,5,1,1607,4,9,5,17,57,81,1279,1013,1300,1908,3,92,502,4,4364,28,363,1565,2,1386,22,3,508,11,1,568,4,1386,45,32,7,102,1984,1076,6713,28,12,5079,216,2,3083,1076,18,362,1386,65,28,417,2,1300,7,365,1013,7,922,27,4876,5,15,1076,3,880,7697,78,158,6,1,83,1386,502,3534,9937,6,3,376,1987,1300,5,17,500,19,5360,5,15,3358,1,3992,594,5,5747,4,39,74,40,455,85,578,17,3043,52,2557,3757,680,10,1,1910,4,17,1525,6311,52,17,545,19,3,32,7,102,489,1677,66,15,527,1300,3,232,214,1300,28,771,1,1625,109,2,108,92,38,698,168,22,51,3,4737,2667,4,9,19,136,19,1013,7,594,9,22,723,135,5,1197,1300,7,948,268,508,2628,233,9,5,1300,25,87,382,9,438,893,61,11,282,4,83,10,296,9,107,277,13,792,1076,2,743,103,109,3,206,363,13,178,1300,164,2,54,36,209,14,18,3,232,5,1641,1539,54,36,686,964,572,15,3,731,791,2,1300,702,1,1539,5349,14,19,3,455
721,43,70,3,232,312,30,25,316,6,323,3113,334,2419,165,280,60,22,316,5,12,297,222,3,232,312,6,323,12,293,6,461,75,1144,11,1,46,283,9,210,138,629,2783,243,9,7,468,2,334,961,18,2,4997,43,1,1912,4,8,1679,5,13,2016,37,168,1610,3395,241,19,2482,9086,9,22,66,513,1159,302,2,1265,5,1,123,5,105,60,5,7545,1139,14,99,66,20,1241,8,9,5388,3,1265,8,256,1,6363,4,334,2217,1087,6,3884,11,618,2865,67,9,5,17,280,110,463,246,34,70,9,110,202,10,76,1059,64,122,347,5,6905,13,22,11,1,50,6,1,1385,4,334,1072,334,847,78,1337,326,3527,6,1,3057,46,283,9,210,138,629,39,970,8,113,9,982,2672,43,1,1912,4,24,334,19,53,14,7,265,2,20,1663,4,24,566,26,3,214,28,1901,1,153,990,381,8,12,3260,2221,5,55,3871,1139,2,951,19,6907,3441,11,864,30,354,20,4217,353,9,12,67,43,3113,90,119,3890,23,1,1337,334,2,326,2789,1,137,96,53,494,9,99,20,1282,43,1,566,4870,5,895,416,4,2925,78,13,7,43,2,348,3,6526,128,101,2007,1095,147,143
722,1157,1,92,759,343,732,7,339,6,802,518,5,17,207,565,2665,10,1049,41,42,1157,38,9,7,339,6,802,518,5,109,1223,16,5,55,1114,1049,4670,154,482,2544,9,12,1,664,65,771,67,158,813,116,577,34,1049,359,2,6245,17,6794,5,3574,1,1159,2816,1,262,256,1,788,550,2,14,6,17,497,70,7,257,195,10,1,109,1223,1114,154,482,39,1280,1,372,10,44,1895,174,76,166,1843,154,482,5105,1,109,1223,284,6,404,174,76,166,154,482,6391,43,1,109,6,4363,292,760,4180,9025,154,482,3620,219,1433,39,3,7291,109,1223,6999,174,76,166,154,482,3,347,1303,2665,154,482,4262,43,1,109,5055,1223,6,485,5,86,1980,4772,6246,154,482,39,20,2416,1,9569,109,1666,4,1,45,149,52,88,257,4013,21,247,2,1155,43,8,4115,154,482,2412,7,93,496,6,9921,1173,72,1114,1,557,125,785,1531,2,4479,455,3857,5851,34,13,7,1,8349,6836,10,1405,14,7,630,474,11,1049,8,13,401,40,369,1,2576,125,382,14,847,78,13,18,43,2,4039,904,2540,1049,7,333,4204,12,665,4,5980,59,9,67,526,11,1412,1979,7,130,10,76,101,114,687,804
723,9,10,76,437,742,1275,439,593,62,666,2,1,1346,76,1142,4,32,7,38,46,9,210,5,1140,1,1651,1086,27,17,184,71,22,21,2283,1,593,52,702,44,1793,210,829,41,27,349,189,328,279,554,987,644,6,1,906,14,82,20,1,86,77,7,7169,10,956,1063,41,82,396,3,347,554,4,8,232,300,1275,4770,8,95,141,34,21,97,637,18,129,2,352,4,1000,2,871,100,68,644,731,1482,554,987,2284,554,987,2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,256,61,2,6256,1,2482,428,3168,7,1192,1985,3168,15,13,299,198,17,696,21,2,794,5,5074,50,6,1,1679,34,13,2791,194,13,792,2,212,50,13,6800,5,6036,10,569,2322,19,30,1837,17,696,7,1362,26,1,958,1328,39,957,13,15,11,1,81,35,48,16,61,9,33,25,48,784,3168,4426,5,89,806,1231,27,2585,2,400,17,1298,85,1,32,7,6,325,2,7698,79,696,3168,18,3,3469,4,1,585,319,5,17,1192,12,173,3816,34,17,1298,7696,2633,3168,5469,12,211,6,1,529,11,403,1764,2637,3168,15,26,79,479,6,7696,995,651,1,806,26,9636,235,8,73,7,1177,957,11,3711,35,350,771,3,328,696,39,25,75,546,73,15,106,8825,10,1,97,239,4,1,1353,35,267,1177,957,2,458,219,3711,73,2899,8,73,48,2224,8,32,7,2969,5,806,891,209,33,195,5,4154,79,3,4546,3622,67,8,73,82,197,2,2482,5,7698,79,696,34,73,18,894,135,29,1,806,63,41,27,16,957,72,27,75,2749,73,15,214,150,2749,10,24,2709,2,3,214,78,46,9,3168,12,57,505,2,495,16,3,1688,13,1273,3,2087,128,101,114,2477,9754,147,143
725,94,31,1609,176,25,384,49,133,437,71,1,32,7,94,176,20,561,2,5171,68,31,1211,133,437,862,5,1413,3,384,49,2,38,46,9,45,102,229,1333,15,10,182,1,47,42,120,10,182,216,197,2,522,16,1,36,4,227,10,31,160,1,36,475,10,296,1333,1,75,295,47,45,15,13,677,31,1609,99,20,561,2,863,3,9,105,657,2,5411,58,1,1288,233,1,117,600,133,437,862,30,314,40,20,1,600,30,388,64,20,377,2,2773,127,1288,5,35,719,8,74,20,316,1208,91,41,247,2,119,24,2,1,38,1333,107,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,32,7,1697,1320,2,4816,221,599,83,8336,71,1,137,96,1697,1320,2,1,4816,221,599,1,83,192,15,6,3,188,439,32,7,282,4,83,1354,387,7,392,16,4816,1463,1094,7179,974,7178,10,204,2028,2,1,1759,221,529,52,5978,3,226,1951,2,1,1840,33,121,4137,5,1968,7463,11,1499,3328,83,5,97,1267,609,2,7538,1,137,96,5,95,845,83,192,686,2374,4435,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,167,167,18,123,200,427,11,64,672,394,26,616,255,63,9,256,124,2,3525,861,167,18,723,439,5174,8,13,48,1462,32,7,748,10,132,16,6308,1936,926,7,32,7,808,5,4553,830,38,489,517,43,1,1699,10,3525,556,9,198,145,220,306,839,801,6,37,2313,124,392,2,239,1,399,7,183,85,886,233,167,5,132,164,2,125,217,428,9,28,723,801,10,176,1019,363,418,349,222,3,657,9,48,1373,1,92,1646,3003,269,2,1,123,200,368,424,1180,2786,43,167,7,225,1271,5,2586,11,32,7,1395,16,926,60,22,51,171,32,7,481,748,11,142,5088,38,698,168,48,1615,9,21,2,3418,167,28,48,51,723,23,1,108,38,6,1717,167,18,37,446,5,9,2103,146,1,86,258,5518,7,207,54,36,508,13,150,4020,10,1,130,2632,6184,1028,1,45,123,2800,6,4421,4,2231,79,68,1785,2,9,7,108,1535,92,282,4,83,435,290,6,1529,2,167,7,1271,16,132,246,412,498,172,7,183,4,519,886,233,1,9,109,130,5,926,22,3388,115,639,2,783,167,7,954,236,19,3,2907,11,3,3278,5518,6,207,50,16,2559,4,1,3575,25,107,71
728,1,6195,4,36,65,176,25,2,195,3,135,568,2,1,47,205,1,390,4,93,112,42,20,525,2,1949,3,432,5,1283,3,118,933,112,42,396,44,2478,6,1,47,60,65,3473,535,2,1536,175,6087,670,365,999,5,705,341,106,1,324,4,1,932,50,656,1357,2,1,141,19,361,9,6,138,272,3,1021,298,7931,1363,10,1,1789,503,11,1878,1790,52,585,319,60,2684,1,507,737,26,1481,5,4630,90,16,236,2535,1,38,22,15,6,491,76,1457,13,359,375,11,17,513,3481,806,667,5,97,434,148,471,6,1694,11,4182,2,212,1,932,330,6031,107,1720,73,110,21,1396,8070,8,324,2,97,241,5210,222,19,667,375,41,247,2,88,585,2636,73,15,10,182,9,819,42,863,16,234,340,2,1280,127,543,8,42,20,1728,23,3,1620,4,1245,511,11,9,5,45,340,10,616,629,5,411,1,54,36,15,9,18,66,1372,2,863,10,569,16,461,45,502,1349,938,28,359,55,1738,897,1,36,22,501,37,1877,304,897,814,59,1139,6,461,323,5,261,308,5,3017,6,724,1,814,250,7015,1,2534,304,2113,23,1,9,105,1,47,22,21,404,475,10,1,897
729,4,196,4477,4,5225,284,26,3296,10,1,4758,343,60,13,1347,3546,63,13,228,677,13,299,371,508,11,38,57,222,2352,60,74,20,7433,2,603,1351,61,3899,43,17,3034,2,212,3,214,28,176,25,51,1930,126,55,2207,6,17,627,43,1,7700,6,3,185,1185,23,89,24,10,626,39,74,1155,9,194,35,18,29,3343,3,3344,5,41,48,24,3303,2956,1,1180,4427,2956,39,25,56,196,245,1321,50,5,3,214,43,2328,142,300,3,153,811,214,3,523,4,50,401,40,78,61,13,2817,237,1,1647,24,760,2764,237,113,10,17,497,3962,17,588,5,35,677,13,1273,5,39,152,70,35,110,35,15,1294,165,957,8,7,1158,5,35,894,451,35,1166,40,39,152,13,18,113,6,1348,4,219,35,894,451,35,401,40,215,2,2748,61,35,1783,1660,39,152,2405,7700,1228,401,40,372,67,232,14,1364,2205,14,920,153,1180,5,39,25,24,1552,760,2328,142,300,934,10,1,1228,5461,5,56,4,1,1321,50,27,2369,451,1294,165,957,24,12,1660,24,12,1158,28,1,1078,5505,43,21,436,2105,751,2903,39,74,248,1,185,4,9,7,4229,1098,603,128,101,114,994,1102,147,143
730,241,194,6,3,376,10,204,35,455,1,384,3102,6,3,1264,8,42,66,195,61,2,5923,5,3121,387,3,92,5919,5920,1775,291,881,28,22,51,29,2688,16,9,69,543,222,19,383,518,22,1225,2,5917,1387,2145,5,32,7,1618,8,13,12,6,535,6,3603,10,230,387,15,1,32,7,83,192,60,211,22,244,1937,18,6,3,251,474,744,2,1583,189,7,1767,406,1,278,80,41,62,238,373,642,171,1,54,36,274,367,23,71,5,97,217,116,163,387,33,20,2200,758,442,23,2066,306,489,1214,3,9,7224,5,287,241,526,171,3,54,36,274,2,1510,58,1,134,1160,422,3682,68,67,250,4,1,9,105,32,7,45,102,1664,2949,57,4,9,7,5889,6,94,33,20,5286,2,1031,1214,29,1,1246,393,399,209,15,387,2584,22,889,251,4,17,3775,377,2,6368,1,6330,4,1,189,104,287,241,8,22,6266,9,7,845,34,1,38,22,1138,3934,1,282,4,83,7,2870,4256,29,1,2744,5,2350,24,163,387,3,55,5359,32,7,287,241,2036,1,984,484,294,831,23,278,2674,6,909,1637,4,3,55,132,5,194,13,48,580,1047,791,16,4030,7,287,1094,8466,5215
731,19,61,3965,355,5,3965,1476,85,196,4403,15,1,6407,10,1,2030,22,51,3680,6,93,869,35,267,3,2539,4,226,510,35,350,228,430,494,78,24,13,15,1523,8,1,5812,937,4,1,1083,12,1199,3657,72,27,8765,8,27,1546,35,350,430,1,544,5,1,1103,4,5783,6,1,116,1724,2,6168,1006,5,14,7,5114,4403,770,248,53,24,18,323,72,299,20,3298,203,2378,6,3326,1,6407,22,51,3680,6356,4403,10,557,174,76,166,3067,157,181,1097,5,1,104,2194,42,769,2,261,308,10,230,117,442,59,1,32,7,2297,18,3657,1448,159,755,360,1419,958,959,515,5,4825,9,12,10,17,606,5251,5792,156,864,3436,1,1083,1,92,18,222,3,725,2103,4,9,7,8,6,207,146,1,130,13,632,3,9,754,34,3047,495,689,68,2,20,10,1,5211,937,1032,43,613,50,2359,17,874,211,404,2100,9,409,85,370,19,189,570,115,4617,5636,2,715,1,134,786,141,10,2709,67,173,41,27,16,1,767,2960,10,1,788,1853,1,1301,568,6,1,1711,19,13,4980,58,29,1,2463,1083,5,1,1900,4,1668,2577,56,106,13,7,2156,1507,29,17,6260,1507,3652,101,114,687,804
732,387,190,75,824,2,428,8,13,12,126,71,32,7,282,4,83,1354,387,10,631,418,8,13,18,1448,17,368,2,20,2200,23,2066,306,489,1214,198,53,72,18,111,824,2,1,1266,428,43,61,24,163,387,107,71,2151,50,247,2,119,474,1109,13,15,6,3,2408,414,29,1,83,192,980,4,3,2424,2,3291,1,4578,4,24,77,7,2543,691,6154,387,15,13,2224,2,20,29,1,266,3,77,26,89,35,267,129,2,20,173,19,242,19,35,74,20,1791,5,119,265,316,13,15,41,103,548,3,523,316,441,105,209,10,179,15,38,46,9,18,6718,3,274,2,3643,1,244,32,7,2473,803,1640,16,1,38,22,51,7701,23,387,7,7702,671,10,383,518,5,97,241,1288,9,418,1,428,10,204,194,6,3,376,8,13,816,136,16,387,5,8,1,2473,18,21,129,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
